trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,dropout,lr,wd,bs
22,11.51711654663086,4,3,2,0.45000000000000007,0.0009962116147501643,0.00013935718127714054,128
15,11.774696350097656,3,1,3,0.30000000000000004,0.0009818247569037453,0.00024327893308967352,128
25,11.927276611328125,4,2,2,0.2,0.0008693801653136926,0.0001402685405571895,128
21,11.93409538269043,4,2,2,0.45000000000000007,0.0009887257246002134,0.00016002299458232552,128
24,11.97661304473877,4,3,4,0.4,0.0004807823951397633,5.73904655965001e-05,128
23,12.214110374450684,4,3,2,0.45000000000000007,0.000693331082749244,0.00041910327299917984,128
7,12.356084823608398,3,1,0,0.45000000000000007,0.0002592475660475158,0.00015382308040278996,128
16,12.38879108428955,4,2,2,0.45000000000000007,0.0009790727357714907,0.00016440267405477105,128
20,12.526007652282715,4,2,3,0.35,0.0005385770722883319,3.167117953348465e-05,128
29,12.716997146606445,4,5,1,0.2,0.000221109009220455,6.686136501150665e-05,256
