fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.636336624622345,0.636336624622345,0.13894033432006836
2,0.2834306061267853,0.2834306061267853,0.410699725151062
3,0.44796982407569885,0.44796982407569885,0.3218691945075989
4,1.0549269616603851,1.0549269616603851,0.46983981132507324
5,0.3655969798564911,0.3655969798564911,0.41158241033554077
6,0.5553034693002701,0.5553034693002701,0.39171266555786133
7,0.3381079286336899,0.3381079286336899,0.38788676261901855
8,0.34445923939347267,0.34445923939347267,0.4012192487716675
9,0.384507417678833,0.384507417678833,0.36112117767333984
10,0.3060012236237526,0.3060012236237526,0.46542519330978394
