loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.22591355443000793,0.3303576409816742,0.22537122666835785,0.4747327950209021,0.7993332743644714,9122.4296875,95.51141129467202,66.46459197998047
