Metric,Value,Unit
R²,0.7502058148384094,dimensionless
MSE,0.2805468738079071,normalized²
RMSE,0.5296667573181341,normalized
MAE,0.35486048460006714,normalized
RMSE,106.56356762661665,mm
MAE,71.39431762695312,mm
