dataset,status,shape_a,shape_b,mean_abs_diff,max_abs_diff
date_551_2004-06/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_551_2004-06/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_551_2004-06/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_551_2004-06/climate_vars/shum_700,only_in_a,"(25,)",,,
date_551_2004-06/climate_vars/shum_925,only_in_a,"(25,)",,,
date_551_2004-06/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_551_2004-06/climate_vars/slp,only_in_a,"(25,)",,,
date_551_2004-06/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_551_2004-06/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_551_2004-06/grid_points,only_in_a,"(25, 2)",,,
date_551_2004-06/local_patches,only_in_a,"(25, 3, 3)",,,
date_551_2004-06/month_one_hot,only_in_a,"(12,)",,,
date_551_2004-06/rainfall,only_in_a,"(25,)",,,
date_551_2004-06/regional_patches,only_in_a,"(25, 3, 3)",,,
date_552_2004-07/climate_vars/air_2m,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/omega_500,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/shum_700,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/shum_925,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/slp,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_552_2004-07/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_552_2004-07/grid_points,only_in_a,"(25, 2)",,,
date_552_2004-07/local_patches,only_in_a,"(25, 3, 3)",,,
date_552_2004-07/month_one_hot,only_in_a,"(12,)",,,
date_552_2004-07/rainfall,only_in_a,"(25,)",,,
date_552_2004-07/regional_patches,only_in_a,"(25, 3, 3)",,,
date_553_2004-08/climate_vars/air_2m,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/omega_500,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/shum_700,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/shum_925,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/slp,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_553_2004-08/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_553_2004-08/grid_points,only_in_a,"(25, 2)",,,
date_553_2004-08/local_patches,only_in_a,"(25, 3, 3)",,,
date_553_2004-08/month_one_hot,only_in_a,"(12,)",,,
date_553_2004-08/rainfall,only_in_a,"(25,)",,,
date_553_2004-08/regional_patches,only_in_a,"(25, 3, 3)",,,
date_554_2004-09/climate_vars/air_2m,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/omega_500,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/shum_700,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/shum_925,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/slp,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_554_2004-09/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_554_2004-09/grid_points,only_in_a,"(25, 2)",,,
date_554_2004-09/local_patches,only_in_a,"(25, 3, 3)",,,
date_554_2004-09/month_one_hot,only_in_a,"(12,)",,,
date_554_2004-09/rainfall,only_in_a,"(25,)",,,
date_554_2004-09/regional_patches,only_in_a,"(25, 3, 3)",,,
date_555_2004-10/climate_vars/air_2m,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/omega_500,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/shum_700,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/shum_925,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/slp,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_555_2004-10/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_555_2004-10/grid_points,only_in_a,"(25, 2)",,,
date_555_2004-10/local_patches,only_in_a,"(25, 3, 3)",,,
date_555_2004-10/month_one_hot,only_in_a,"(12,)",,,
date_555_2004-10/rainfall,only_in_a,"(25,)",,,
date_555_2004-10/regional_patches,only_in_a,"(25, 3, 3)",,,
date_556_2004-11/climate_vars/air_2m,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/omega_500,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/shum_700,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/shum_925,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/slp,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_556_2004-11/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_556_2004-11/grid_points,only_in_a,"(25, 2)",,,
date_556_2004-11/local_patches,only_in_a,"(25, 3, 3)",,,
date_556_2004-11/month_one_hot,only_in_a,"(12,)",,,
date_556_2004-11/rainfall,only_in_a,"(25,)",,,
date_556_2004-11/regional_patches,only_in_a,"(25, 3, 3)",,,
date_557_2004-12/climate_vars/air_2m,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/omega_500,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/shum_700,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/shum_925,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/slp,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_557_2004-12/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_557_2004-12/grid_points,only_in_a,"(25, 2)",,,
date_557_2004-12/local_patches,only_in_a,"(25, 3, 3)",,,
date_557_2004-12/month_one_hot,only_in_a,"(12,)",,,
date_557_2004-12/rainfall,only_in_a,"(25,)",,,
date_557_2004-12/regional_patches,only_in_a,"(25, 3, 3)",,,
date_558_2005-01/climate_vars/air_2m,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/omega_500,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/shum_700,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/shum_925,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/slp,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_558_2005-01/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_558_2005-01/grid_points,only_in_a,"(25, 2)",,,
date_558_2005-01/local_patches,only_in_a,"(25, 3, 3)",,,
date_558_2005-01/month_one_hot,only_in_a,"(12,)",,,
date_558_2005-01/rainfall,only_in_a,"(25,)",,,
date_558_2005-01/regional_patches,only_in_a,"(25, 3, 3)",,,
date_559_2005-02/climate_vars/air_2m,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/omega_500,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/shum_700,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/shum_925,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/slp,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_559_2005-02/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_559_2005-02/grid_points,only_in_a,"(25, 2)",,,
date_559_2005-02/local_patches,only_in_a,"(25, 3, 3)",,,
date_559_2005-02/month_one_hot,only_in_a,"(12,)",,,
date_559_2005-02/rainfall,only_in_a,"(25,)",,,
date_559_2005-02/regional_patches,only_in_a,"(25, 3, 3)",,,
date_560_2005-03/climate_vars/air_2m,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/omega_500,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/shum_700,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/shum_925,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/slp,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_560_2005-03/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_560_2005-03/grid_points,only_in_a,"(25, 2)",,,
date_560_2005-03/local_patches,only_in_a,"(25, 3, 3)",,,
date_560_2005-03/month_one_hot,only_in_a,"(12,)",,,
date_560_2005-03/rainfall,only_in_a,"(25,)",,,
date_560_2005-03/regional_patches,only_in_a,"(25, 3, 3)",,,
date_561_2005-04/climate_vars/air_2m,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/omega_500,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/shum_700,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/shum_925,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/slp,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_561_2005-04/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_561_2005-04/grid_points,only_in_a,"(25, 2)",,,
date_561_2005-04/local_patches,only_in_a,"(25, 3, 3)",,,
date_561_2005-04/month_one_hot,only_in_a,"(12,)",,,
date_561_2005-04/rainfall,only_in_a,"(25,)",,,
date_561_2005-04/regional_patches,only_in_a,"(25, 3, 3)",,,
date_562_2005-05/climate_vars/air_2m,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/omega_500,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/shum_700,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/shum_925,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/slp,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_562_2005-05/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_562_2005-05/grid_points,only_in_a,"(25, 2)",,,
date_562_2005-05/local_patches,only_in_a,"(25, 3, 3)",,,
date_562_2005-05/month_one_hot,only_in_a,"(12,)",,,
date_562_2005-05/rainfall,only_in_a,"(25,)",,,
date_562_2005-05/regional_patches,only_in_a,"(25, 3, 3)",,,
date_563_2005-06/climate_vars/air_2m,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/omega_500,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/shum_700,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/shum_925,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/slp,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_563_2005-06/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_563_2005-06/grid_points,only_in_a,"(25, 2)",,,
date_563_2005-06/local_patches,only_in_a,"(25, 3, 3)",,,
date_563_2005-06/month_one_hot,only_in_a,"(12,)",,,
date_563_2005-06/rainfall,only_in_a,"(25,)",,,
date_563_2005-06/regional_patches,only_in_a,"(25, 3, 3)",,,
date_564_2005-07/climate_vars/air_2m,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/omega_500,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/shum_700,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/shum_925,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/slp,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_564_2005-07/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_564_2005-07/grid_points,only_in_a,"(25, 2)",,,
date_564_2005-07/local_patches,only_in_a,"(25, 3, 3)",,,
date_564_2005-07/month_one_hot,only_in_a,"(12,)",,,
date_564_2005-07/rainfall,only_in_a,"(25,)",,,
date_564_2005-07/regional_patches,only_in_a,"(25, 3, 3)",,,
date_565_2005-08/climate_vars/air_2m,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/omega_500,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/shum_700,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/shum_925,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/slp,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_565_2005-08/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_565_2005-08/grid_points,only_in_a,"(25, 2)",,,
date_565_2005-08/local_patches,only_in_a,"(25, 3, 3)",,,
date_565_2005-08/month_one_hot,only_in_a,"(12,)",,,
date_565_2005-08/rainfall,only_in_a,"(25,)",,,
date_565_2005-08/regional_patches,only_in_a,"(25, 3, 3)",,,
date_566_2005-09/climate_vars/air_2m,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/omega_500,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/shum_700,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/shum_925,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/slp,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_566_2005-09/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_566_2005-09/grid_points,only_in_a,"(25, 2)",,,
date_566_2005-09/local_patches,only_in_a,"(25, 3, 3)",,,
date_566_2005-09/month_one_hot,only_in_a,"(12,)",,,
date_566_2005-09/rainfall,only_in_a,"(25,)",,,
date_566_2005-09/regional_patches,only_in_a,"(25, 3, 3)",,,
date_567_2005-10/climate_vars/air_2m,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/omega_500,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/shum_700,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/shum_925,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/slp,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_567_2005-10/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_567_2005-10/grid_points,only_in_a,"(25, 2)",,,
date_567_2005-10/local_patches,only_in_a,"(25, 3, 3)",,,
date_567_2005-10/month_one_hot,only_in_a,"(12,)",,,
date_567_2005-10/rainfall,only_in_a,"(25,)",,,
date_567_2005-10/regional_patches,only_in_a,"(25, 3, 3)",,,
date_568_2005-11/climate_vars/air_2m,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/omega_500,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/shum_700,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/shum_925,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/slp,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/zon_moist_700,only_in_a,"(25,)",,,
date_568_2005-11/climate_vars/zon_moist_925,only_in_a,"(25,)",,,
date_568_2005-11/grid_points,only_in_a,"(25, 2)",,,
date_568_2005-11/local_patches,only_in_a,"(25, 3, 3)",,,
date_568_2005-11/month_one_hot,only_in_a,"(12,)",,,
date_568_2005-11/rainfall,only_in_a,"(25,)",,,
date_568_2005-11/regional_patches,only_in_a,"(25, 3, 3)",,,
date_569_2005-12/climate_vars/air_2m,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/air_temp_diff_1000_500,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/hgt_1000,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/hgt_500,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/merid_moist_700,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/merid_moist_925,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/omega_500,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/pottmp_diff_1000_500,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/pottmp_diff_1000_850,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/pr_wtr,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/shum_700,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/shum_925,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/skin_temp,only_in_a,"(25,)",,,
date_569_2005-12/climate_vars/slp,only_in_a,"(25,)",,,
