Metric,Value,Unit
R²,0.7609379291534424,dimensionless
MSE,0.2684934735298157,normalized²
RMSE,0.5181635586663883,normalized
MAE,0.32692116498947144,normalized
RMSE,104.24924122925307,mm
MAE,65.77322387695312,mm
