loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.23340846598148346,0.32424262166023254,0.23287640511989594,0.48257269413000975,0.7926508188247681,9426.2197265625,97.08872090290663,65.23430633544922
