trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,tweedie_p,dropout,lr,wd,bs
19,15.340801239013672,3,3,12,1.6500000000000001,0.45000000000000007,0.00045054131462457194,9.88182853881387e-05,256
21,15.381356239318848,3,3,14,1.6,0.35,0.0009295630393959909,0.0004481144799214385,256
15,15.41285514831543,2,1,7,1.6500000000000001,0.45000000000000007,0.000797848598915916,0.0009796874737311111,256
20,15.41417407989502,3,3,14,1.6,0.35,0.0009127579679036979,0.000427855502953023,256
22,15.43635368347168,3,4,17,1.5,0.45000000000000007,0.00043429080932610016,0.0004789960419339819,256
13,15.43750286102295,2,1,9,1.7000000000000002,0.5,0.00021601863672613563,8.436822994708469e-05,256
28,15.459701538085938,2,3,14,1.9000000000000001,0.45000000000000007,0.0005239729641940163,0.0005975146679735651,128
11,15.467434883117676,3,2,7,1.6500000000000001,0.5,0.00014202230626105154,0.00026594221386374217,256
2,15.471231460571289,1,2,8,1.75,0.15000000000000002,0.00010677482709481354,5.987474910461405e-05,256
16,15.47337532043457,2,1,5,1.85,0.45000000000000007,0.0009006020499939699,0.0007665352565369881,256
