trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,tweedie_p,dropout,lr,wd,bs
0,10.843924522399902,1,6,13,1.6,0.15000000000000002,2.0511104188433963e-05,1.493656855461763e-06,128
1,11.041895866394043,4,5,3,1.2000000000000002,0.15000000000000002,4.059611610484306e-05,3.752055855124284e-05,512
2,10.372686386108398,1,2,8,1.75,0.15000000000000002,0.00010677482709481354,5.987474910461405e-05,256
3,17.217782974243164,4,6,14,1.3,0.1,0.000233596350262616,2.091498132903561e-05,1024
4,11.261871337890625,1,4,5,1.5,0.30000000000000004,2.3426581058204037e-05,0.0008105016126411582,256
5,10.313051223754883,4,0,3,1.05,0.2,5.989003672254293e-05,6.516990611177181e-06,128
6,11.413422584533691,0,5,1,1.95,0.4,2.497073714505272e-05,1.0388823104027941e-06,128
7,11.595770835876465,0,2,2,1.85,0.35,4.589824181495648e-05,1.5512259126484753e-06,512
8,10.471209526062012,4,3,2,1.7000000000000002,0.4,0.0001326033192269654,0.00020554245520150764,256
9,10.812491416931152,0,0,11,1.3,0.30000000000000004,0.0006533305220227731,5.595986878006084e-06,256
10,10.559464454650879,3,0,17,1.05,0.25,0.0003807976572767595,5.9399235826896134e-06,128
11,36.858943939208984,2,1,7,1.75,0.2,7.838295847885711e-05,6.233843477099825e-05,1024
12,10.456501007080078,2,2,9,1.4500000000000002,0.5,0.00011364695031944941,1.1901940329882699e-05,256
13,11.250040054321289,3,1,6,1.05,0.1,1.1083859223905869e-05,0.00015585972545888594,128
14,10.492185592651367,1,2,8,1.55,0.2,6.927002428316388e-05,0.00010203694259354556,256
15,10.760643005371094,2,1,4,1.7000000000000002,0.2,0.0002079970663621355,4.603372001469522e-06,128
16,11.088300704956055,3,3,10,1.4000000000000001,0.25,0.00017784231753321933,0.00039870023822081426,512
17,21.385440826416016,1,0,0,1.95,0.15000000000000002,4.820589937370411e-05,1.7657481317987152e-05,1024
18,10.666229248046875,3,1,12,1.2000000000000002,0.25,0.0004246072557261024,4.375558410876457e-05,256
19,10.499756813049316,1,4,6,1.85,0.1,8.79518847133326e-05,2.953437875630788e-06,128
20,11.701871871948242,2,2,16,1.6,0.5,1.2830625337894386e-05,1.058282620058897e-05,128
21,10.58747673034668,2,2,9,1.4500000000000002,0.5,0.00012935661125373907,1.3832246575200071e-05,256
22,10.727866172790527,2,3,8,1.1500000000000001,0.4,5.563743484806398e-05,1.0535230282940527e-05,256
23,10.85596752166748,2,1,10,1.35,0.45000000000000007,0.00012148025160089699,2.6109451831628024e-05,256
24,10.36744213104248,3,4,4,1.8,0.2,0.000285413891709847,8.348153002665915e-05,256
25,10.60180950164795,4,4,4,1.8,0.2,0.0003178165448957641,7.189853347209126e-05,256
26,13.483020782470703,3,3,5,1.6500000000000001,0.15000000000000002,0.000776319094408139,0.00020202589855263835,1024
27,10.25316047668457,4,5,3,1.85,0.25,0.0004991701031918652,0.0003890906333323846,512
28,10.642738342285156,4,5,0,1.9000000000000001,0.25,0.0005237164814245497,0.00040496953991239477,512
29,10.13355541229248,4,6,3,1.6,0.35,0.0002857924655431807,0.0007296375856895884,512
