Metric,Value,Unit
R²,0.689909040927887,dimensionless
MSE,0.3482668995857239,normalized²
RMSE,0.5901414233772476,normalized
MAE,0.3819798231124878,normalized
RMSE,118.73044658095286,mm
MAE,76.85044860839844,mm
