trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,arch_type,tweedie_p,dropout,lr,wd,bs
0,1.2815958261489868,1,4,13,mlp,1.1500000000000001,0.1,0.0005399484409787432,6.358358856676247e-05,512
1,1.585863471031189,0,0,3,lstm,1.4500000000000002,0.2,0.00016738085788752134,2.62108787826544e-06,1024
2,0.47093962132930756,0,2,10,lstm,1.2000000000000002,0.1,0.000790261954970823,0.0007886714129990489,128
3,1.096669316291809,1,0,8,lstm,1.25,0.35,4.201672054372529e-05,3.632486956676606e-05,512
4,0.9229824542999268,3,4,10,mlp,1.2000000000000002,0.1,4.473636174621264e-05,1.4656553886225336e-05,256
5,2.792609930038452,2,0,14,lstm,1.75,0.15000000000000002,1.0257563974185649e-05,0.0002795015916508333,512
6,0.5836523771286011,1,0,15,mlp,1.1,0.2,4.4706085467784903e-05,0.0001544608907504709,256
7,1.8112742900848389,2,3,10,mlp,1.5,0.25,1.1241862095793047e-05,2.107047280657824e-06,256
8,0.9074224829673767,3,1,7,mlp,1.1,0.2,2.101079931010355e-05,0.0006153085601625311,512
9,0.6703275442123413,0,4,9,lstm,1.35,0.1,2.8567374298471872e-05,1.9112758217777896e-05,256
10,2.35081148147583,0,2,0,lstm,1.75,0.5,0.0008834198287715506,0.0008522261645812476,128
11,0.361674427986145,1,2,17,mlp,1.05,0.35,0.00013278454488008872,0.00017037146148687603,128
12,12.176560878753662,0,2,16,lstm,1.95,0.35,0.00023136975888218448,0.00018183320013855016,128
13,0.3631953299045563,1,3,17,mlp,1.05,0.45000000000000007,0.0003326464611525283,0.00038273846053689576,128
14,0.40101002156734467,2,3,17,mlp,1.05,0.45000000000000007,0.0002907818034371359,8.786195210100744e-05,128
15,0.6347398906946182,1,3,13,mlp,1.35,0.4,9.666451671739586e-05,0.00032744840997347806,128
16,2.460944890975952,1,1,17,mlp,1.6,0.5,0.00010308103767833022,6.986228381681101e-06,1024
17,0.5591510981321335,2,3,12,mlp,1.3,0.4,0.0004246072557261024,6.058490673682388e-05,128
18,0.36123446375131607,1,1,6,mlp,1.05,0.30000000000000004,0.00011555907041795521,0.0003606618817443666,128
19,0.8056228458881378,2,1,5,mlp,1.4500000000000002,0.30000000000000004,9.917679033087919e-05,0.00012728555017355104,128
20,3.1155788898468018,1,1,5,mlp,1.6,0.30000000000000004,6.96532679036152e-05,1.0835847514722128e-06,1024
21,0.4194629639387131,1,2,5,mlp,1.05,0.4,0.00017028027351016162,0.0003248800872506888,128
22,0.38258151710033417,1,3,2,mlp,1.05,0.35,0.0003124606584598167,0.00033520644209427926,128
23,0.45811089128255844,1,1,12,mlp,1.1500000000000001,0.45000000000000007,0.00017040590874279436,0.0006064218430174446,128
24,0.4844917804002762,2,2,15,mlp,1.25,0.25,0.00013859406097319751,0.00020164246571690775,128
25,0.43651361763477325,1,2,7,mlp,1.1500000000000001,0.45000000000000007,0.0005381506313857105,0.0005147189098812068,128
26,0.3753557801246643,0,3,17,mlp,1.05,0.25,6.688855012774669e-05,9.535821248340693e-05,128
27,0.6075880527496338,1,1,15,mlp,1.35,0.35,0.00023968292406478494,4.888184033414571e-05,128
28,1.804894208908081,2,2,3,mlp,1.25,0.30000000000000004,0.000377997034073576,0.00022980934046950045,1024
29,1.4735722541809082,0,4,13,mlp,1.1500000000000001,0.4,0.0005552015246433239,0.00043170738485128623,512
