loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.25925442576408386,0.3410971164703369,0.2587263584136963,0.508651509792015,0.7696344256401062,10472.556640625,102.33551016448298,68.62527465820312
