fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.524317741394043,0.524317741394043,0.43513768911361694
2,0.6020846366882324,0.6020846366882324,0.5313743352890015
3,0.35936471819877625,0.35936471819877625,0.567684531211853
4,0.5248312950134277,0.5248312950134277,0.46740639209747314
5,0.5077187418937683,0.5077187418937683,0.5592126846313477
6,0.43572840094566345,0.43572840094566345,0.5477285385131836
7,0.5230506658554077,0.5230506658554077,0.519726037979126
8,0.5593373775482178,0.5593373775482178,0.4959791302680969
9,0.5226650834083557,0.5226650834083557,0.4795839190483093
10,0.43149304389953613,0.43149304389953613,0.44075047969818115
