Unnamed: 0,datetime,precip_mm
96,04/06/2019,NA
97,04/07/2019,NA
98,04/08/2019,NA
99,04/09/2019,NA
100,04/10/2019,NA
101,04/11/2019,NA
102,04/12/2019,NA
103,04/13/2019,NA
104,04/14/2019,NA
105,04/15/2019,NA
106,04/16/2019,NA
107,04/17/2019,NA
108,04/18/2019,NA
109,04/19/2019,NA
110,04/20/2019,NA
111,04/21/2019,NA
112,04/22/2019,NA
113,04/23/2019,NA
114,04/24/2019,NA
115,04/25/2019,NA
116,04/26/2019,NA
117,04/27/2019,NA
118,04/28/2019,NA
119,04/29/2019,NA
120,04/30/2019,NA
121,05/01/2019,NA
122,05/02/2019,NA
123,05/03/2019,NA
124,05/04/2019,NA
125,05/05/2019,NA
126,05/06/2019,NA
127,05/07/2019,NA
128,05/08/2019,NA
129,05/09/2019,NA
130,05/10/2019,NA
131,05/11/2019,NA
132,05/12/2019,NA
133,05/13/2019,NA
134,05/14/2019,NA
135,05/15/2019,NA
136,05/16/2019,NA
137,05/17/2019,NA
138,05/18/2019,NA
139,05/19/2019,NA
140,05/20/2019,NA
141,05/21/2019,NA
142,05/22/2019,NA
143,05/23/2019,NA
144,05/24/2019,NA
145,05/25/2019,NA
146,05/26/2019,NA
147,05/27/2019,NA
148,05/28/2019,NA
149,05/29/2019,NA
150,05/30/2019,NA
151,05/31/2019,NA
152,06/01/2019,NA
153,06/02/2019,NA
154,06/03/2019,NA
155,06/04/2019,NA
156,06/05/2019,NA
157,06/06/2019,NA
158,06/07/2019,NA
159,06/08/2019,NA
160,06/09/2019,NA
161,06/10/2019,NA
162,06/11/2019,1.8300009882
163,06/12/2019,0.050000027
164,06/13/2019,0.0
165,06/14/2019,0.0
166,06/15/2019,0.1400000756
167,06/16/2019,0.0700000378
168,06/17/2019,0.1900001026
169,06/18/2019,0.0400000216
170,06/19/2019,0.0
171,06/20/2019,0.0
172,06/21/2019,0.2300001242
173,06/22/2019,0.0100000054
174,06/23/2019,0.0
175,06/24/2019,0.18000009719999743
176,06/25/2019,0.0200000108
177,06/26/2019,0.0100000054
178,06/27/2019,0.0
179,06/28/2019,0.7600004104
180,06/29/2019,0.42000022679999743
181,06/30/2019,0.400000216
182,07/01/2019,0.18000009719999743
183,07/02/2019,0.42000022679999743
184,07/03/2019,0.31000016739999997
185,07/04/2019,0.12000006479999999
186,07/05/2019,0.0700000378
187,07/06/2019,0.2700001458
188,07/07/2019,0.34000018359999995
189,07/08/2019,0.0
190,07/09/2019,0.0100000054
191,07/10/2019,0.200000108
192,07/11/2019,0.050000027
193,07/12/2019,0.0100000054
194,07/13/2019,0.3600001943999974
195,07/14/2019,1.0300005561999999
196,07/15/2019,0.650000351
197,07/16/2019,0.0400000216
198,07/17/2019,0.7200003887999974
199,07/18/2019,0.1100000594
200,07/19/2019,0.100000054
201,07/20/2019,0.100000054
202,07/21/2019,0.0100000054
203,07/22/2019,3.0100016253999975
204,07/23/2019,0.6100003293999999
205,07/24/2019,1.2300006641999974
206,07/25/2019,0.5000002699999999
207,07/26/2019,3.7000019979999994
208,07/27/2019,1.50000081
209,07/28/2019,0.6900003725999975
210,07/29/2019,0.3200001728
211,07/30/2019,0.1100000594
212,07/31/2019,0.0
213,08/01/2019,0.0
214,08/02/2019,0.0
215,08/03/2019,0.0100000054
216,08/04/2019,0.0
217,08/05/2019,0.9300005022000001
218,08/06/2019,0.2300001242
219,08/07/2019,0.0
220,08/08/2019,0.0
221,08/09/2019,0.0
222,08/10/2019,0.0
223,08/11/2019,0.25000013499999996
224,08/12/2019,0.1900001026
225,08/13/2019,0.0100000054
226,08/14/2019,0.0
227,08/15/2019,0.8800004752
228,08/16/2019,2.6700014417999998
229,08/17/2019,1.2400006695999999
230,08/18/2019,1.7700009557999998
231,08/19/2019,0.0700000378
232,08/20/2019,0.0
233,08/21/2019,0.0200000108
234,08/22/2019,0.15000008099999745
235,08/23/2019,0.0
236,08/24/2019,0.06000003239999999
237,08/25/2019,0.8100004373999999
238,08/26/2019,0.0
239,08/27/2019,0.0800000432
240,08/28/2019,0.0
241,08/29/2019,0.0
242,08/30/2019,0.34000018359999995
243,08/31/2019,0.3000001619999974
244,09/01/2019,0.0
245,09/02/2019,0.0
246,09/03/2019,0.100000054
247,09/04/2019,0.3000001619999974
248,09/05/2019,0.3800002052
249,09/06/2019,0.0100000054
250,09/07/2019,0.13000007019999998
251,09/08/2019,0.0
252,09/09/2019,0.030000016199999997
253,09/10/2019,0.0
254,09/11/2019,0.0
255,09/12/2019,0.9700005237999973
256,09/13/2019,0.17000009179999997
257,09/14/2019,0.0
258,09/15/2019,0.0
259,09/16/2019,0.0
260,09/17/2019,0.0200000108
261,09/18/2019,0.0100000054
262,09/19/2019,0.0
263,09/20/2019,0.0
264,09/21/2019,0.100000054
265,09/22/2019,0.5200002807999999
266,09/23/2019,0.26000014039999997
267,09/24/2019,1.5900008585999998
268,09/25/2019,0.9800005291999999
269,09/26/2019,0.0
270,09/27/2019,0.0
271,09/28/2019,0.09000004859999745
272,09/29/2019,0.0
273,09/30/2019,0.0
274,10/01/2019,0.0
275,10/02/2019,0.0
276,10/03/2019,0.0
277,10/04/2019,0.0
278,10/05/2019,0.1100000594
279,10/06/2019,0.5400002916
280,10/07/2019,0.0
281,10/08/2019,0.0800000432
282,10/09/2019,2.6700014417999998
283,10/10/2019,0.09000004859999745
284,10/11/2019,0.0700000378
285,10/12/2019,0.0
286,10/13/2019,0.0
287,10/14/2019,0.0
288,10/15/2019,0.25000013499999996
289,10/16/2019,2.7200014687999996
290,10/17/2019,0.030000016199999997
291,10/18/2019,0.24000012959999997
292,10/19/2019,0.200000108
293,10/20/2019,0.5200002807999999
294,10/21/2019,0.26000014039999997
295,10/22/2019,0.050000027
296,10/23/2019,0.0100000054
297,10/24/2019,0.0
298,10/25/2019,0.1600000864
299,10/26/2019,0.7700004158
300,10/27/2019,1.5200008208
301,10/28/2019,1.1200006048
302,10/29/2019,0.0400000216
303,10/30/2019,0.0200000108
304,10/31/2019,2.800001511999997
305,11/01/2019,0.100000054
306,11/02/2019,0.34000018359999995
307,11/03/2019,0.2200001188
308,11/04/2019,0.34000018359999995
309,11/05/2019,0.2200001188
310,11/06/2019,0.0
311,11/07/2019,0.030000016199999997
312,11/08/2019,0.0800000432
313,11/09/2019,0.09000004859999745
314,11/10/2019,0.0
315,11/11/2019,0.0
316,11/12/2019,0.0
317,11/13/2019,0.0
318,11/14/2019,0.0100000054
319,11/15/2019,0.0
320,11/16/2019,0.0
321,11/17/2019,0.24000012959999997
322,11/18/2019,0.030000016199999997
323,11/19/2019,0.0
324,11/20/2019,0.12000006479999999
325,11/21/2019,0.13000007019999998
326,11/22/2019,1.6800009071999975
327,11/23/2019,0.24000012959999997
328,11/24/2019,0.0
329,11/25/2019,0.0
330,11/26/2019,0.6600003564
331,11/27/2019,0.0
332,11/28/2019,0.0
333,11/29/2019,0.0
334,11/30/2019,2.540001371599997
335,12/01/2019,0.0400000216
336,12/02/2019,0.0
337,12/03/2019,0.1100000594
338,12/04/2019,0.0
339,12/05/2019,0.6900003725999975
340,12/06/2019,0.0100000054
341,12/07/2019,0.25000013499999996
342,12/08/2019,0.18000009719999743
343,12/09/2019,2.6700014417999998
344,12/10/2019,0.3200001728
345,12/11/2019,0.0
346,12/12/2019,0.2800001512
347,12/13/2019,0.0
348,12/14/2019,0.0
349,12/15/2019,0.12000006479999999
350,12/16/2019,0.7000003779999975
351,12/17/2019,1.0300005561999999
352,12/18/2019,0.24000012959999997
353,12/19/2019,0.200000108
354,12/20/2019,0.3000001619999974
355,12/21/2019,0.0
356,12/22/2019,0.0
357,12/23/2019,0.800000432
358,12/24/2019,4.000002159999999
359,12/25/2019,0.030000016199999997
360,12/26/2019,1.2700006857999973
361,12/27/2019,1.6300008801999997
362,12/28/2019,1.600000864
363,12/29/2019,1.1600006263999973
364,12/30/2019,0.12000006479999999
365,12/31/2019,2.4300013122
366,01/01/2020,0.13000007019999998
367,01/02/2020,0.030000016199999997
368,01/03/2020,0.200000108
369,01/04/2020,0.0
370,01/05/2020,0.0200000108
371,01/06/2020,0.1100000594
372,01/07/2020,0.0200000108
373,01/08/2020,0.13000007019999998
374,01/09/2020,0.13000007019999998
375,01/10/2020,0.0
376,01/11/2020,0.3800002052
377,01/12/2020,1.350000729
378,01/13/2020,1.3300007182
379,01/14/2020,0.25000013499999996
380,01/15/2020,0.4300002322
381,01/16/2020,3.2200017387999997
382,01/17/2020,1.1800006371999974
383,01/18/2020,1.4800007991999973
384,01/19/2020,0.5900003185999975
385,01/20/2020,1.5900008585999998
386,01/21/2020,1.3100007074
387,01/22/2020,0.0700000378
388,01/23/2020,1.8000009719999999
389,01/24/2020,0.39000021059999995
390,01/25/2020,0.550000297
391,01/26/2020,0.25000013499999996
392,01/27/2020,0.0
393,01/28/2020,0.3600001943999974
394,01/29/2020,0.4600002484
395,01/30/2020,0.1600000864
396,01/31/2020,0.3000001619999974
397,02/01/2020,0.0
398,02/02/2020,0.0100000054
399,02/03/2020,0.09000004859999745
400,02/04/2020,0.050000027
401,02/05/2020,2.0100010853999972
402,02/06/2020,1.450000783
403,02/07/2020,6.4400034775999995
404,02/08/2020,0.17000009179999997
405,02/09/2020,0.5200002807999999
406,02/10/2020,0.3300001782
407,02/11/2020,1.3900007505999974
408,02/12/2020,0.1600000864
409,02/13/2020,0.8300004482
410,02/14/2020,0.09000004859999745
411,02/15/2020,0.9400005076
412,02/16/2020,2.850001539
413,02/17/2020,2.1600011664
414,02/18/2020,1.5700008478
415,02/19/2020,2.0700011177999973
416,02/20/2020,2.6800014471999996
417,02/21/2020,0.4700002538
418,02/22/2020,3.3300017981999996
419,02/23/2020,0.1600000864
420,02/24/2020,0.39000021059999995
421,02/25/2020,0.3200001728
422,02/26/2020,0.12000006479999999
423,02/27/2020,0.650000351
424,02/28/2020,0.030000016199999997
425,02/29/2020,0.0100000054
426,03/01/2020,0.0
427,03/02/2020,0.030000016199999997
428,03/03/2020,0.24000012959999997
429,03/04/2020,0.9600005183999999
430,03/05/2020,0.400000216
431,03/06/2020,1.4300007721999974
432,03/07/2020,0.12000006479999999
433,03/08/2020,0.0
434,03/09/2020,0.0100000054
435,03/10/2020,0.0
436,03/11/2020,0.1400000756
437,03/12/2020,0.12000006479999999
438,03/13/2020,0.0
439,03/14/2020,0.0
440,03/15/2020,0.0
441,03/16/2020,0.0
442,03/17/2020,0.0
443,03/18/2020,0.0
444,03/19/2020,0.0100000054
445,03/20/2020,0.0100000054
446,03/21/2020,0.6200003347999999
447,03/22/2020,0.21000011339999744
448,03/23/2020,0.3800002052
449,03/24/2020,0.2200001188
450,03/25/2020,0.050000027
451,03/26/2020,0.2300001242
452,03/27/2020,0.26000014039999997
453,03/28/2020,0.0800000432
454,03/29/2020,0.0400000216
455,03/30/2020,0.21000011339999744
456,03/31/2020,0.0
457,04/01/2020,0.2700001458
458,04/02/2020,0.2800001512
459,04/03/2020,0.06000003239999999
460,04/04/2020,0.030000016199999997
461,04/05/2020,0.15000008099999745
462,04/06/2020,1.8700010098
463,04/07/2020,0.750000405
464,04/08/2020,2.200001188
465,04/09/2020,2.3000012419999973
466,04/10/2020,0.48000025919999995
467,04/11/2020,0.7100003833999974
468,04/12/2020,0.24000012959999997
469,04/13/2020,1.3300007182
470,04/14/2020,0.6400003456
471,04/15/2020,0.5200002807999999
472,04/16/2020,0.0
473,04/17/2020,0.0
474,04/18/2020,2.5100013553999974
475,04/19/2020,0.18000009719999743
476,04/20/2020,0.06000003239999999
477,04/21/2020,0.050000027
478,04/22/2020,0.06000003239999999
479,04/23/2020,0.0
480,04/24/2020,0.030000016199999997
481,04/25/2020,0.200000108
482,04/26/2020,0.1900001026
483,04/27/2020,0.42000022679999743
484,04/28/2020,0.5200002807999999
485,04/29/2020,1.8100009773999999
486,04/30/2020,0.050000027
487,05/01/2020,0.5800003131999975
488,05/02/2020,0.42000022679999743
489,05/03/2020,0.0
490,05/04/2020,0.0
491,05/05/2020,0.0100000054
492,05/06/2020,0.1600000864
493,05/07/2020,0.5200002807999999
494,05/08/2020,0.0
495,05/09/2020,0.550000297
496,05/10/2020,0.0
497,05/11/2020,0.06000003239999999
498,05/12/2020,0.0200000108
499,05/13/2020,0.06000003239999999
500,05/14/2020,0.0
501,05/15/2020,1.2600006804
502,05/16/2020,0.100000054
503,05/17/2020,0.0100000054
504,05/18/2020,0.0200000108
505,05/19/2020,1.0000005399999998
506,05/20/2020,0.5300002862
507,05/21/2020,0.24000012959999997
508,05/22/2020,0.18000009719999743
509,05/23/2020,0.0
510,05/24/2020,0.0700000378
511,05/25/2020,0.0
512,05/26/2020,0.18000009719999743
513,05/27/2020,0.1900001026
514,05/28/2020,0.0
515,05/29/2020,0.1100000594
516,05/30/2020,0.2700001458
517,05/31/2020,0.7900004265999999
518,06/01/2020,1.6100008693999999
519,06/02/2020,0.0
520,06/03/2020,0.0200000108
521,06/04/2020,0.0
522,06/05/2020,0.0
523,06/06/2020,0.4300002322
524,06/07/2020,0.0100000054
525,06/08/2020,0.0800000432
526,06/09/2020,0.0200000108
527,06/10/2020,0.24000012959999997
528,06/11/2020,2.5500013769999974
529,06/12/2020,0.200000108
530,06/13/2020,0.5100002753999999
531,06/14/2020,0.34000018359999995
532,06/15/2020,0.0100000054
533,06/16/2020,0.0
534,06/17/2020,0.0100000054
535,06/18/2020,0.7600004104
536,06/19/2020,7.3200039528
537,06/20/2020,1.6900009126
538,06/21/2020,1.300000702
539,06/22/2020,0.800000432
540,06/23/2020,0.6800003671999999
541,06/24/2020,0.6000003239999974
542,06/25/2020,0.6900003725999975
543,06/26/2020,4.050002186999997
544,06/27/2020,0.8200004427999974
545,06/28/2020,0.3300001782
546,06/29/2020,0.45000024299999997
547,06/30/2020,0.0100000054
548,07/01/2020,0.6200003347999999
549,07/02/2020,0.13000007019999998
550,07/03/2020,0.26000014039999997
551,07/04/2020,0.9000004859999999
552,07/05/2020,0.13000007019999998
553,07/06/2020,0.0400000216
554,07/07/2020,0.0400000216
555,07/08/2020,0.0800000432
556,07/09/2020,0.15000008099999745
557,07/10/2020,0.34000018359999995
558,07/11/2020,0.21000011339999744
559,07/12/2020,0.1900001026
560,07/13/2020,1.5400008316
561,07/14/2020,0.9700005237999973
562,07/15/2020,4.230002284199999
563,07/16/2020,0.25000013499999996
564,07/17/2020,0.31000016739999997
565,07/18/2020,0.0
566,07/19/2020,0.0
567,07/20/2020,0.0
568,07/21/2020,0.0
569,07/22/2020,0.24000012959999997
570,07/23/2020,0.34000018359999995
571,07/24/2020,0.09000004859999745
572,07/25/2020,0.030000016199999997
573,07/26/2020,1.0400005615999999
574,07/27/2020,0.5000002699999999
575,07/28/2020,1.2300006641999974
576,07/29/2020,0.9100004913999998
577,07/30/2020,0.0700000378
578,07/31/2020,2.8100015174
579,08/01/2020,0.37000019979999743
580,08/02/2020,0.12000006479999999
581,08/03/2020,0.0200000108
582,08/04/2020,0.0
583,08/05/2020,0.0800000432
584,08/06/2020,0.0
585,08/07/2020,1.3100007074
586,08/08/2020,2.2700012257999997
587,08/09/2020,0.3200001728
588,08/10/2020,0.0100000054
589,08/11/2020,0.7000003779999975
590,08/12/2020,0.4100002213999974
591,08/13/2020,0.0
592,08/14/2020,0.0
593,08/15/2020,0.26000014039999997
594,08/16/2020,2.1700011717999974
595,08/17/2020,3.450001863
596,08/18/2020,0.09000004859999745
597,08/19/2020,0.1900001026
598,08/20/2020,0.1100000594
599,08/21/2020,0.0700000378
600,08/22/2020,0.030000016199999997
601,08/23/2020,0.2800001512
602,08/24/2020,0.0100000054
603,08/25/2020,0.0
604,08/26/2020,0.0
605,08/27/2020,0.0100000054
606,08/28/2020,0.4600002484
607,08/29/2020,0.3600001943999974
608,08/30/2020,0.0100000054
609,08/31/2020,0.200000108
610,09/01/2020,0.3000001619999974
611,09/02/2020,3.4400018576
612,09/03/2020,0.8500004589999999
613,09/04/2020,2.0700011177999973
614,09/05/2020,1.5900008585999998
615,09/06/2020,0.0800000432
616,09/07/2020,1.2100006533999998
617,09/08/2020,0.7100003833999974
618,09/09/2020,0.2200001188
619,09/10/2020,0.09000004859999745
620,09/11/2020,0.0
621,09/12/2020,0.0700000378
622,09/13/2020,0.7100003833999974
623,09/14/2020,0.29000015659999745
624,09/15/2020,0.6700003617999999
625,09/16/2020,0.37000019979999743
626,09/17/2020,0.030000016199999997
627,09/18/2020,0.0
628,09/19/2020,0.0400000216
629,09/20/2020,0.0100000054
630,09/21/2020,1.450000783
631,09/22/2020,1.5800008531999998
632,09/23/2020,0.0
633,09/24/2020,0.0700000378
634,09/25/2020,0.4700002538
635,09/26/2020,0.49000026459999996
636,09/27/2020,0.4400002376
637,09/28/2020,0.24000012959999997
638,09/29/2020,0.0
639,09/30/2020,0.6100003293999999
640,10/01/2020,0.1400000756
641,10/02/2020,0.4700002538
642,10/03/2020,0.5900003185999975
643,10/04/2020,1.0000005399999998
644,10/05/2020,2.3400012635999996
645,10/06/2020,0.12000006479999999
646,10/07/2020,0.21000011339999744
647,10/08/2020,0.9400005076
648,10/09/2020,1.7600009504
649,10/10/2020,0.06000003239999999
650,10/11/2020,0.0200000108
651,10/12/2020,0.0
652,10/13/2020,0.0800000432
653,10/14/2020,2.8200015227999975
654,10/15/2020,0.5100002753999999
655,10/16/2020,1.9900010745999999
656,10/17/2020,0.2700001458
657,10/18/2020,0.06000003239999999
658,10/19/2020,0.3300001782
659,10/20/2020,0.42000022679999743
660,10/21/2020,0.31000016739999997
661,10/22/2020,0.0100000054
662,10/23/2020,0.5800003131999975
663,10/24/2020,5.250002835
664,10/25/2020,0.2800001512
665,10/26/2020,0.0100000054
666,10/27/2020,1.2700006857999973
667,10/28/2020,1.4700007938
668,10/29/2020,2.2300012041999997
669,10/30/2020,0.0700000378
670,10/31/2020,0.0800000432
671,11/01/2020,0.050000027
672,11/02/2020,0.0800000432
673,11/03/2020,0.0100000054
674,11/04/2020,3.200001728
675,11/05/2020,0.030000016199999997
676,11/06/2020,0.0
677,11/07/2020,0.0200000108
678,11/08/2020,2.9800016092
679,11/09/2020,0.5100002753999999
680,11/10/2020,0.21000011339999744
681,11/11/2020,2.2800012311999973
682,11/12/2020,0.42000022679999743
683,11/13/2020,0.030000016199999997
684,11/14/2020,0.100000054
685,11/15/2020,0.3000001619999974
686,11/16/2020,1.1700006317999998
687,11/17/2020,0.4300002322
688,11/18/2020,0.17000009179999997
689,11/19/2020,0.4700002538
690,11/20/2020,1.2500006749999975
691,11/21/2020,0.8900004805999999
692,11/22/2020,1.1500006209999973
693,11/23/2020,0.400000216
694,11/24/2020,0.0
695,11/25/2020,0.1900001026
696,11/26/2020,0.0
697,11/27/2020,0.100000054
698,11/28/2020,0.0
699,11/29/2020,0.0
700,11/30/2020,0.0400000216
701,12/01/2020,0.18000009719999743
702,12/02/2020,0.21000011339999744
703,12/03/2020,1.1600006263999973
704,12/04/2020,0.9200004968
705,12/05/2020,0.49000026459999996
706,12/06/2020,0.17000009179999997
707,12/07/2020,0.5700003077999974
708,12/08/2020,1.6300008801999997
709,12/09/2020,0.3200001728
710,12/10/2020,0.2800001512
711,12/11/2020,0.25000013499999996
712,12/12/2020,4.6700025218
713,12/13/2020,0.0100000054
714,12/14/2020,0.1400000756
715,12/15/2020,0.9500005129999973
716,12/16/2020,1.6900009126
717,12/17/2020,1.7400009395999998
718,12/18/2020,0.1900001026
719,12/19/2020,0.25000013499999996
720,12/20/2020,0.26000014039999997
721,12/21/2020,0.6800003671999999
722,12/22/2020,0.0100000054
723,12/23/2020,0.13000007019999998
724,12/24/2020,0.0
725,12/25/2020,0.2700001458
726,12/26/2020,0.12000006479999999
727,12/27/2020,0.3000001619999974
728,12/28/2020,0.0
729,12/29/2020,0.0
730,12/30/2020,0.21000011339999744
731,12/31/2020,0.0100000054
732,01/01/2021,2.5300013661999974
733,01/02/2021,1.8100009773999999
734,01/03/2021,0.0
735,01/04/2021,0.0
736,01/05/2021,2.4200013067999997
737,01/06/2021,0.48000025919999995
738,01/07/2021,0.0
739,01/08/2021,0.0100000054
740,01/09/2021,0.39000021059999995
741,01/10/2021,0.09000004859999745
742,01/11/2021,0.09000004859999745
743,01/12/2021,0.0400000216
744,01/13/2021,0.7200003887999974
745,01/14/2021,0.13000007019999998
746,01/15/2021,0.0
747,01/16/2021,0.06000003239999999
748,01/17/2021,0.6000003239999974
749,01/18/2021,0.0
750,01/19/2021,0.12000006479999999
751,01/20/2021,0.12000006479999999
752,01/21/2021,0.18000009719999743
753,01/22/2021,0.3600001943999974
754,01/23/2021,0.35000018899999746
755,01/24/2021,0.9900005345999974
756,01/25/2021,2.310001247399997
757,01/26/2021,1.7400009395999998
758,01/27/2021,4.2400022896
759,01/28/2021,0.3200001728
760,01/29/2021,0.4400002376
761,01/30/2021,0.7000003779999975
762,01/31/2021,0.0
763,02/01/2021,0.5700003077999974
764,02/02/2021,0.400000216
765,02/03/2021,2.3200012527999974
766,02/04/2021,0.9700005237999973
767,02/05/2021,4.3900023705999995
768,02/06/2021,0.17000009179999997
769,02/07/2021,0.3600001943999974
770,02/08/2021,0.0100000054
771,02/09/2021,0.5800003131999975
772,02/10/2021,0.200000108
773,02/11/2021,0.5100002753999999
774,02/12/2021,0.7300003941999974
775,02/13/2021,0.0100000054
776,02/14/2021,0.0
777,02/15/2021,1.7400009395999998
778,02/16/2021,0.0100000054
779,02/17/2021,0.09000004859999745
780,02/18/2021,2.3000012419999973
781,02/19/2021,0.34000018359999995
782,02/20/2021,0.0200000108
783,02/21/2021,1.7500009449999971
784,02/22/2021,4.4900024246
785,02/23/2021,0.12000006479999999
786,02/24/2021,1.0900005886
787,02/25/2021,0.4100002213999974
788,02/26/2021,0.21000011339999744
789,02/27/2021,0.0
790,02/28/2021,0.030000016199999997
791,03/01/2021,0.0
792,03/02/2021,0.050000027
793,03/03/2021,0.0100000054
794,03/04/2021,0.2700001458
795,03/05/2021,0.0
796,03/06/2021,0.12000006479999999
797,03/07/2021,0.6200003347999999
798,03/08/2021,1.1200006048
799,03/09/2021,0.200000108
800,03/10/2021,0.2200001188
801,03/11/2021,0.0200000108
802,03/12/2021,0.0
803,03/13/2021,0.0
804,03/14/2021,0.0100000054
805,03/15/2021,0.7700004158
806,03/16/2021,0.8500004589999999
807,03/17/2021,0.0
808,03/18/2021,0.34000018359999995
809,03/19/2021,1.100000594
810,03/20/2021,1.5900008585999998
811,03/21/2021,0.0200000108
812,03/22/2021,0.0
813,03/23/2021,1.8200009827999997
814,03/24/2021,0.750000405
815,03/25/2021,0.0700000378
816,03/26/2021,0.17000009179999997
817,03/27/2021,0.25000013499999996
818,03/28/2021,0.750000405
819,03/29/2021,0.3600001943999974
820,03/30/2021,0.0700000378
821,03/31/2021,0.5400002916
822,04/01/2021,0.3600001943999974
823,04/02/2021,0.3000001619999974
824,04/03/2021,0.17000009179999997
825,04/04/2021,0.7200003887999974
826,04/05/2021,0.050000027
827,04/06/2021,0.0100000054
828,04/07/2021,1.1400006155999973
829,04/08/2021,0.0100000054
830,04/09/2021,0.0
831,04/10/2021,0.0
832,04/11/2021,0.0
833,04/12/2021,0.0
834,04/13/2021,0.0100000054
835,04/14/2021,0.13000007019999998
836,04/15/2021,0.0
837,04/16/2021,0.06000003239999999
838,04/17/2021,1.1400006155999973
839,04/18/2021,1.4800007991999973
840,04/19/2021,1.1400006155999973
841,04/20/2021,0.37000019979999743
842,04/21/2021,0.8800004752
843,04/22/2021,0.0
844,04/23/2021,0.0
845,04/24/2021,1.3800007451999974
846,04/25/2021,0.0800000432
847,04/26/2021,0.0100000054
848,04/27/2021,0.0
849,04/28/2021,0.15000008099999745
850,04/29/2021,0.0800000432
851,04/30/2021,0.1100000594
852,05/01/2021,0.030000016199999997
853,05/02/2021,0.0200000108
854,05/03/2021,0.0
855,05/04/2021,0.06000003239999999
856,05/05/2021,0.0800000432
857,05/06/2021,0.5000002699999999
858,05/07/2021,0.9100004913999998
859,05/08/2021,3.7600020304
860,05/09/2021,1.1200006048
861,05/10/2021,0.1600000864
862,05/11/2021,0.1400000756
863,05/12/2021,0.0
864,05/13/2021,0.0
865,05/14/2021,0.0
866,05/15/2021,0.030000016199999997
867,05/16/2021,0.2800001512
868,05/17/2021,0.3200001728
869,05/18/2021,0.15000008099999745
870,05/19/2021,0.0200000108
871,05/20/2021,0.0100000054
872,05/21/2021,0.0100000054
873,05/22/2021,0.2700001458
874,05/23/2021,0.0
875,05/24/2021,0.0
876,05/25/2021,0.400000216
877,05/26/2021,0.0
878,05/27/2021,0.0
879,05/28/2021,0.0
880,05/29/2021,0.2700001458
881,05/30/2021,0.0
882,05/31/2021,0.0200000108
883,06/01/2021,0.0
884,06/02/2021,0.0
885,06/03/2021,0.0700000378
886,06/04/2021,0.0
887,06/05/2021,0.100000054
888,06/06/2021,1.5400008316
889,06/07/2021,0.31000016739999997
890,06/08/2021,0.0
891,06/09/2021,0.35000018899999746
892,06/10/2021,2.9200015767999976
893,06/11/2021,0.5300002862
894,06/12/2021,0.6600003564
895,06/13/2021,1.0000005399999998
896,06/14/2021,0.45000024299999997
897,06/15/2021,0.6100003293999999
898,06/16/2021,0.0200000108
899,06/17/2021,0.0100000054
900,06/18/2021,0.0200000108
901,06/19/2021,0.0
902,06/20/2021,0.030000016199999997
903,06/21/2021,0.0
904,06/22/2021,0.24000012959999997
905,06/23/2021,0.7900004265999999
906,06/24/2021,0.17000009179999997
