Metric,Value,Unit
R²,0.786712110042572,dimensionless
MSE,0.23954623937606812,normalized²
RMSE,0.4894346119514517,normalized
MAE,0.31589844822883606,normalized
RMSE,98.46926074923077,mm
MAE,63.55555725097656,mm
