Metric,Value,Unit
R²,0.7890520095825195,dimensionless
MSE,0.23691821098327637,normalized²
RMSE,0.48674244830636704,normalized
MAE,0.3305312395095825,normalized
RMSE,97.9276379048581,mm
MAE,66.4995346069336,mm
