loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.26469558477401733,0.3354533016681671,0.26418015360832214,0.513984584990953,0.7647784352302551,10693.3125,103.40847402413402,67.48979187011719
