Metric,Value,Unit
R²,0.5942806005477905,dimensionless
MSE,0.428921639919281,normalized²
RMSE,0.6549210944222831,normalized
MAE,0.33924341201782227,normalized
RMSE,16.29367908949616,mm
MAE,8.439983367919922,mm
