fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.3367776771386464,0.3367776771386464,0.6266796588897705
2,0.47277406851450604,0.47277406851450604,0.5810055732727051
3,0.34606314698855084,0.34606314698855084,0.6403640508651733
4,0.40536083777745563,0.40536083777745563,0.6164534091949463
5,0.3674669961134593,0.3674669961134593,0.6222428679466248
6,0.361915647983551,0.361915647983551,0.6231806874275208
7,0.3203841249148051,0.3203841249148051,0.6448217630386353
8,0.3573261499404907,0.3573261499404907,0.6685134172439575
9,0.36321526765823364,0.36321526765823364,0.6096348166465759
10,0.3358406325181325,0.3358406325181325,0.6547988057136536
