Metric,Value,Unit
R²,0.635894775390625,dimensionless
MSE,0.40274691581726074,normalized²
RMSE,0.6346234441125389,normalized
MAE,0.27942022681236267,normalized
RMSE,13.337319604713732,mm
MAE,5.8723273277282715,mm
