loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.2502948045730591,0.32191506028175354,0.24976257979869843,0.4997625234035646,0.7776156663894653,10109.7265625,100.54713602335971,64.76603698730469
