Metric,Value,Unit
R²,0.38231098651885986,dimensionless
MSE,0.5498168468475342,normalized²
RMSE,0.7414963565976128,normalized
MAE,0.37478509545326233,normalized
RMSE,16.326041845284617,mm
MAE,8.251904487609863,mm
