fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.5009883642196655,0.5009883642196655,0.46041160821914673
2,0.6107436418533325,0.6107436418533325,0.5246297121047974
3,0.38220611214637756,0.38220611214637756,0.5401391983032227
4,0.5301527380943298,0.5301527380943298,0.46187031269073486
5,0.5086036920547485,0.5086036920547485,0.5582584142684937
6,0.45036301016807556,0.45036301016807556,0.5325784087181091
7,0.5066313147544861,0.5066313147544861,0.5350476503372192
8,0.541110098361969,0.541110098361969,0.5121168494224548
9,0.5311301350593567,0.5311301350593567,0.471316933631897
10,0.39164069294929504,0.39164069294929504,0.492581307888031
