fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.21788214147090912,0.2029113918542862,0.7727209329605103
2,0.23160476982593536,0.19229431450366974,0.7882910370826721
3,0.16087305545806885,0.15108336508274078,0.8424919843673706
4,0.39617791771888733,0.21021606028079987,0.7831040620803833
5,0.23426775634288788,0.18433420360088348,0.8150042295455933
6,0.3022552728652954,0.23013147711753845,0.7716124057769775
7,0.2913382053375244,0.30369478464126587,0.712348222732544
8,0.34681451320648193,0.24948269128799438,0.7200278043746948
9,0.26232966780662537,0.21200299263000488,0.8166079521179199
10,0.23831018805503845,0.18402829766273499,0.8159871101379395
11,0.45415234565734863,0.31412991881370544,0.7315014600753784
12,0.16358673572540283,0.16625137627124786,0.8091204762458801
13,0.3455670177936554,0.21438558399677277,0.7480953931808472
14,0.25060826539993286,0.22846807539463043,0.7674325704574585
15,0.27955174446105957,0.24130786955356598,0.7676515579223633
