Metric,Value,Unit
R²,0.7796957492828369,dimensionless
MSE,0.24742639064788818,normalized²
RMSE,0.49741973286942304,normalized
MAE,0.32176658511161804,normalized
RMSE,100.07578671155926,mm
MAE,64.73616027832031,mm
