Metric,Value,Unit
R²,0.05894279479980469,dimensionless
MSE,0.8376530408859253,normalized²
RMSE,0.9152338722348105,normalized
MAE,0.467885822057724,normalized
RMSE,20.15134085082026,mm
MAE,10.301767349243164,mm
