fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.16799882054328918,0.16799882054328918,0.8310734629631042
2,0.20642627775669098,0.20642627775669098,0.8147538900375366
3,0.21974872052669525,0.21974872052669525,0.7414894104003906
4,0.18537560105323792,0.18537560105323792,0.8215085864067078
5,0.19554567337036133,0.19554567337036133,0.7880403399467468
6,0.30462032556533813,0.30462032556533813,0.715505838394165
7,0.2246258407831192,0.2246258407831192,0.7939472794532776
8,0.14395706355571747,0.14395706355571747,0.8411435484886169
9,0.20124320685863495,0.20124320685863495,0.7924535274505615
10,0.22991254925727844,0.22991254925727844,0.7591481804847717
