loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.3493331968784332,0.40546318888664246,0.34882476925849915,0.5906138918604092,0.6894123554229736,14119.50390625,118.82551875018261,81.57505798339844
