trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,arch_type,tweedie_p,dropout,lr,wd,bs
0,19.64610481262207,1,4,13,mlp,1.1500000000000001,0.1,0.0005399484409787432,6.358358856676247e-05,512
1,19.805831909179688,0,0,3,glu,1.4500000000000002,0.2,0.00016738085788752134,2.62108787826544e-06,1024
2,20.038719177246094,0,2,10,glu,1.2000000000000002,0.1,0.000790261954970823,0.0007886714129990489,128
3,19.433712005615234,1,0,8,glu,1.25,0.35,4.201672054372529e-05,3.632486956676606e-05,512
4,19.809249877929688,3,4,10,mlp,1.2000000000000002,0.1,4.473636174621264e-05,1.4656553886225336e-05,256
5,19.77254867553711,2,0,14,glu,1.75,0.15000000000000002,1.0257563974185649e-05,0.0002795015916508333,512
6,19.563838958740234,1,0,15,mlp,1.1,0.2,4.4706085467784903e-05,0.0001544608907504709,256
7,20.766447067260742,2,3,10,mlp,1.5,0.25,1.1241862095793047e-05,2.107047280657824e-06,256
8,19.58167839050293,3,1,7,mlp,1.1,0.2,2.101079931010355e-05,0.0006153085601625311,512
9,19.77043342590332,0,4,9,glu,1.35,0.1,2.8567374298471872e-05,1.9112758217777896e-05,256
10,19.997676849365234,1,2,0,glu,1.75,0.4,0.00014143084755100256,7.365085260779855e-06,1024
11,19.63204002380371,1,0,17,mlp,1.05,0.35,6.871468573447045e-05,8.6928072170062e-05,128
12,19.968852996826172,1,1,5,glu,1.3,0.45000000000000007,8.617444527113984e-05,0.00018183320013855016,256
13,19.714679718017578,2,1,17,mlp,1.55,0.30000000000000004,0.00021223297272287149,3.803186209825638e-05,512
14,19.648935317993164,1,0,14,mlp,1.3,0.5,4.391751454123859e-05,0.0001581816644174284,512
15,19.686437606811523,2,1,6,glu,1.05,0.30000000000000004,2.2015201949052667e-05,7.212111285047957e-06,256
16,19.650775909423828,0,0,13,mlp,1.6,0.35,0.0002941856699291301,6.190435395245325e-05,1024
17,19.786884307861328,1,3,4,glu,1.4000000000000001,0.25,4.779428680659813e-05,0.0003714240000057157,128
18,19.226552963256836,2,1,12,glu,1.25,0.4,7.473255574449626e-05,2.8089624872546723e-05,512
19,19.549795150756836,3,1,12,glu,1.6500000000000001,0.4,9.917679033087919e-05,2.355182109483674e-05,512
