Metric,Value,Unit
R²,0.774810254573822,dimensionless
MSE,0.25291329622268677,normalized²
RMSE,0.5029048580225556,normalized
MAE,0.321588933467865,normalized
RMSE,101.17934456016702,mm
MAE,64.70042419433594,mm
