Metric,Value,Unit
R²,0.5866525173187256,dimensionless
MSE,0.4369860589504242,normalized²
RMSE,0.6610492106873922,normalized
MAE,0.3187255263328552,normalized
RMSE,16.446138266085065,mm
MAE,7.929521083831787,mm
