loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.2561451494693756,0.32317179441452026,0.25561192631721497,0.5055807811984302,0.7724074721336365,10346.494140625,101.7177179287119,65.01888275146484
