Metric,Value,Unit
R²,0.7795826196670532,dimensionless
MSE,0.24755339324474335,normalized²
RMSE,0.4975473778895266,normalized
MAE,0.33131787180900574,normalized
RMSE,100.10147195471204,mm
MAE,66.65779113769531,mm
