loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.26171964406967163,0.34276333451271057,0.2611899971961975,0.5110675074744994,0.7674408555030823,10572.2783203125,102.82158489496503,68.96049499511719
