fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.17362302541732788,0.1736229956150055,0.8055265545845032
2,0.17307373881340027,0.17307373881340027,0.8094521760940552
3,0.14534547924995422,0.14534546434879303,0.8484739065170288
4,0.21215969324111938,0.21215969324111938,0.7810986638069153
5,0.1791715919971466,0.17917156219482422,0.8201853632926941
6,0.18807800114154816,0.18807797133922577,0.8133472204208374
7,0.2385127991437912,0.2385127693414688,0.7740868330001831
8,0.1747574359178543,0.1747574359178543,0.803885281085968
9,0.21430079638957977,0.21430076658725739,0.8146202564239502
10,0.18266496062278748,0.18266496062278748,0.8173503875732422
11,0.27155911922454834,0.27155911922454834,0.7678883671760559
12,0.14878781139850616,0.14878781139850616,0.8291710615158081
13,0.18450041115283966,0.18450041115283966,0.7832106947898865
14,0.22750943899154663,0.22750942409038544,0.768408477306366
15,0.18483757972717285,0.18483757972717285,0.8220251798629761
