Metric,Value,Unit
R²,0.7679879665374756,dimensionless
MSE,0.2605755031108856,normalized²
RMSE,0.5104659666529059,normalized
MAE,0.34847015142440796,normalized
RMSE,102.70055645844866,mm
MAE,70.10865783691406,mm
