trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,tweedie_p,dropout,lr,wd,bs
24,10.782236099243164,1,6,2,1.2000000000000002,0.15000000000000002,9.569055730132838e-05,0.0004333900316845036,512
20,11.034210205078125,1,5,0,1.1500000000000001,0.15000000000000002,8.21288185930582e-05,0.0004823664824584838,512
29,11.079760551452637,1,5,6,1.1500000000000001,0.15000000000000002,0.00011541611148960208,0.00013048338125579295,128
21,11.204276084899902,1,5,0,1.1500000000000001,0.15000000000000002,0.00014650070030823378,0.000987786078217828,512
1,11.206838607788086,4,5,3,1.2000000000000002,0.15000000000000002,4.059611610484306e-05,3.752055855124284e-05,512
16,11.296977996826172,2,5,4,1.6,0.25,0.0009006020499939699,3.04819115643719e-06,512
25,11.363636016845703,1,6,1,1.1,0.2,8.120733457573976e-05,0.00043070559811355904,512
7,11.381319046020508,0,2,2,1.85,0.35,4.589824181495648e-05,1.5512259126484753e-06,512
4,11.432246208190918,1,4,5,1.5,0.30000000000000004,2.3426581058204037e-05,0.0008105016126411582,256
6,11.451251983642578,0,5,1,1.95,0.4,2.497073714505272e-05,1.0388823104027941e-06,128
