fold,val_loss_criterion,val_mse_unweighted,val_r2
1,0.47211941083272296,0.47211941083272296,0.4528108239173889
2,0.7948522170384725,0.7948522170384725,0.49590420722961426
3,0.39200106263160706,0.39200106263160706,0.5193881392478943
4,0.5071881810824076,0.5071881810824076,0.4794706702232361
5,0.48996155460675556,0.48996155460675556,0.5526883602142334
6,0.4393634895483653,0.4393634895483653,0.5193893909454346
7,0.5969966451327006,0.5969966451327006,0.5168156623840332
8,0.5307513872782389,0.5307513872782389,0.49658501148223877
9,0.5999155044555664,0.5999155044555664,0.4820512533187866
10,0.4829984207948049,0.4829984207948049,0.4320495128631592
