Metric,Value,Unit
R²,0.6587465405464172,dimensionless
MSE,0.383265882730484,normalized²
RMSE,0.6190847136947285,normalized
MAE,0.4252230226993561,normalized
RMSE,124.5535543074745,mm
MAE,85.55055236816406,mm
