loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.24104784429073334,0.32358112931251526,0.24050860106945038,0.4904167626309794,0.7858551740646362,9735.150390625,98.66686571805654,65.10123443603516
