Metric,Value,Unit
R²,0.6764832735061646,dimensionless
MSE,0.36334550380706787,normalized²
RMSE,0.6027814726806622,normalized
MAE,0.3922572135925293,normalized
RMSE,121.27349562945524,mm
MAE,78.91816711425781,mm
