loss,mae,mse,rmse,r2,mse_mm2,rmse_mm,mae_mm
0.271383136510849,0.3261474072933197,0.270845890045166,0.5204285638252055,0.7588434219360352,10963.1220703125,104.70492858654028,65.6175537109375
