trial,value,local_dem_cfg,regional_dem_cfg,arch_idx,arch_type,tweedie_p,dropout,lr,wd,bs
13,20.18370819091797,1,3,17,mlp,1.05,0.45000000000000007,0.0003326464611525283,0.00038273846053689576,128
15,21.3958683013916,1,3,13,mlp,1.35,0.4,9.666451671739586e-05,0.00032744840997347806,128
26,21.54505157470703,1,4,16,mlp,1.1500000000000001,0.4,0.00030032224497785165,0.0002521923734636707,128
19,21.660009384155273,2,3,15,mlp,1.3,0.4,7.349370234545229e-05,0.00042638674698525854,128
11,21.806232452392578,1,2,17,mlp,1.05,0.35,0.00013278454488008872,0.00017037146148687603,128
14,21.83198356628418,2,3,17,mlp,1.05,0.45000000000000007,0.0002907818034371359,8.786195210100744e-05,128
24,21.925153732299805,1,3,12,mlp,1.4000000000000001,0.30000000000000004,0.00046304403690928977,0.00011087179327060462,128
27,21.960779190063477,1,4,16,mlp,1.1500000000000001,0.5,0.00030157193156607134,4.1947044224089285e-05,128
18,22.013526916503906,1,1,6,mlp,1.6,0.5,0.00038649361619090534,6.75630858717305e-05,128
22,22.35544204711914,3,3,15,mlp,1.25,0.45000000000000007,0.00013145490540529865,0.0009826740452177562,128
