Metric,Value,Unit
R²,-1.1497688293457031,dimensionless
MSE,0.3175930678844452,normalized²
RMSE,0.5635539618212663,normalized
MAE,0.3205741345882416,normalized
RMSE,13.023990502656291,mm
MAE,7.408614635467529,mm
